epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.9469830370100102,0.7100271002710027,0.4504858622414954,0.8624161073825504
2,0.40782075482332286,0.8708220415537489,0.261879467074103,0.8624161073825504
3,0.21366577161359918,0.9439927732610659,0.20238916165876708,0.9060402684563759
4,0.10718880189278154,0.981029810298103,0.24580212496221066,0.8758389261744967
5,0.10591556436054968,0.9728997289972899,0.18472071912064647,0.9093959731543624
6,0.06439283821317884,0.985546522131888,0.4041785587019118,0.8624161073825504
7,0.05510409186024626,0.988256549232159,0.10186569033278114,0.9731543624161074
8,0.08362789459311165,0.981029810298103,0.16622899683354886,0.9463087248322147
9,0.055110489038452705,0.98193315266486,0.19088840057398349,0.9362416107382551
10,0.03784653743352091,0.99096657633243,0.30537230746145516,0.9093959731543624
11,0.026307563604105536,0.992773261065944,0.42419077894625395,0.8691275167785235
12,0.050808921506815166,0.9846431797651309,0.09855616542716954,0.9697986577181208
13,0.037131875194356775,0.989159891598916,0.10881451178410859,0.959731543624161
14,0.030146834704698533,0.990063233965673,0.29676700502027753,0.912751677852349
15,0.022562398052797084,0.996386630532972,0.16415391790511824,0.9429530201342282
16,0.014622089786618248,0.997289972899729,0.10087602312251576,0.9664429530201343
17,0.026498169618866523,0.993676603432701,0.3343004560654345,0.9194630872483222
18,0.012186299466953697,0.995483288166215,0.09156573609755243,0.9731543624161074
19,0.007555387168050034,0.999096657633243,0.062362089462112635,0.9765100671140939
20,0.013331007763874645,0.997289972899729,0.03938652838434987,0.9865771812080537
21,0.009859660944910661,0.998193315266486,0.1376754706604375,0.9664429530201343
22,0.004542171374977547,0.999096657633243,0.12007290531721766,0.9798657718120806
23,0.018111577588566786,0.994579945799458,0.11319782485640076,0.9664429530201343
24,0.01823317331818034,0.991869918699187,0.11950541784574321,0.9697986577181208
25,0.01477518931322318,0.997289972899729,0.1796837399874645,0.9664429530201343
26,0.0200980101184551,0.993676603432701,0.14657431957702582,0.9630872483221476
27,0.01437100368596499,0.996386630532972,0.32644196870016406,0.9026845637583892
28,0.009549070472720515,0.998193315266486,0.2681098244056862,0.9261744966442953
29,0.00459002215220057,0.999096657633243,0.20963352712788524,0.9395973154362416
30,0.009308076953173,0.997289972899729,0.3746181232137871,0.9093959731543624
