epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.895144341443036,0.7162162162162162,0.40466848757278406,0.8325358851674641
2,0.4101480873855385,0.8297297297297297,0.19983894905547775,0.9760765550239234
3,0.18066801154935683,0.9635135135135136,0.03741883416994337,1.0
4,0.06064917739178683,0.9851351351351352,0.03296522711488334,0.9952153110047847
5,0.05488762656176412,0.9864864864864865,0.028671728830303302,0.9952153110047847
6,0.038342110938518435,0.9905405405405405,0.028853966387737382,0.9952153110047847
7,0.020873452456214945,0.9945945945945946,0.03940632159857338,0.9904306220095693
8,0.025164836947176906,0.995945945945946,0.027896096612411467,0.9952153110047847
9,0.018631119807124945,0.995945945945946,0.025256396407199105,0.9952153110047847
10,0.015609608387348015,0.995945945945946,0.024071002997899132,0.9952153110047847
11,0.015463278558407281,0.9972972972972973,0.34684662420456364,0.9090909090909091
12,0.011357764220116912,0.9972972972972973,0.00169056389117658,1.0
13,0.012052335047691657,0.995945945945946,0.0016716874319320303,1.0
14,0.012017098604072187,0.9986486486486487,0.013932367163748172,0.9952153110047847
15,0.0018072404458212691,1.0,0.016895411867240633,0.9952153110047847
16,0.0014052491899378397,1.0,0.020587542875776844,0.9952153110047847
17,0.0013527205358636943,1.0,0.033435374948989294,0.9904306220095693
18,0.0010678147588781006,1.0,0.04108416344374463,0.9856459330143541
19,0.0009192851938407969,1.0,0.047918100973355034,0.9856459330143541
20,0.0008674403772110471,1.0,0.055730842660893086,0.9808612440191388
21,0.00078941083047539,1.0,0.05935684391035605,0.9808612440191388
22,0.0007671631646116037,1.0,0.06471773816699287,0.9808612440191388
