epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,1.0207578372578376,0.6047430830039525,0.656028183464636,0.8422818791946308
2,0.44847071693819973,0.833201581027668,0.5416853885922656,0.87248322147651
3,0.24481710910561527,0.9193675889328063,0.549591092274043,0.8791946308724832
4,0.18917030799883627,0.941501976284585,0.6419329047765607,0.8624161073825504
5,0.12706727816653346,0.966798418972332,0.6099661408654795,0.8758389261744967
6,0.09527604334137361,0.9770750988142293,0.6080089076390902,0.8825503355704698
7,0.08563468357319888,0.9739130434782609,0.5469745924124406,0.8791946308724832
8,0.07604433637951674,0.9786561264822135,0.6496133330503117,0.8456375838926175
9,0.059676556736819826,0.9849802371541502,0.6532668433614676,0.8825503355704698
10,0.07078641101703224,0.9849802371541502,0.6986253024547692,0.8758389261744967
11,0.050443137476861244,0.9873517786561264,0.5920759838030693,0.8791946308724832
12,0.05642759057844109,0.9865612648221344,0.7750883453936572,0.8791946308724832
