epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,1.091969302999295,0.6061427280939476,0.45809934208257086,0.8624161073825504
2,0.5076343214716477,0.7976513098464318,0.33222554036534874,0.8691275167785235
3,0.3430530431443975,0.8563685636856369,0.35477414867221907,0.8120805369127517
4,0.24132153175118384,0.9349593495934959,0.4938753571723832,0.8557046979865772
5,0.16687083675070938,0.95483288166215,0.550757462758846,0.8691275167785235
6,0.1629238128325588,0.955736224028907,0.14325986166903437,0.9563758389261745
7,0.09595410303021726,0.974706413730804,0.0980321501659842,0.9731543624161074
8,0.11168346574400445,0.9701897018970189,0.6789035661358561,0.8557046979865772
9,0.07981776717003661,0.978319783197832,0.6545884949967715,0.8691275167785235
10,0.05347124172430132,0.989159891598916,0.48689853266075306,0.8758389261744967
11,0.0803650023033733,0.98193315266486,0.4768493671443676,0.8859060402684564
12,0.07480259090258178,0.974706413730804,0.8853165454304646,0.8288590604026845
13,0.0728179508750348,0.98193315266486,0.455290250678628,0.8624161073825504
14,0.034738147841403035,0.992773261065944,0.7344439177275417,0.8691275167785235
15,0.05289067019575529,0.985546522131888,0.5724627206050447,0.8590604026845637
16,0.03351968616943776,0.99096657633243,0.7518513248299699,0.8691275167785235
17,0.01869279755318963,0.993676603432701,0.7012709095166221,0.8691275167785235
