epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,1.1036684589011236,0.5925925925925926,0.5711805363429473,0.8691275167785235
2,0.4675215693777923,0.8274616079494128,0.3763792709941232,0.8859060402684564
3,0.28136641380075084,0.9132791327913279,0.5732660518409122,0.8523489932885906
4,0.17066320855012324,0.953026196928636,0.47395304592963833,0.8859060402684564
5,0.14480025155003692,0.959349593495935,0.3621902392814623,0.8859060402684564
6,0.08668716428355527,0.976513098464318,0.4786403750244453,0.8825503355704698
7,0.060565480447518145,0.985546522131888,0.39520915002005813,0.8859060402684564
8,0.06940646001828503,0.983739837398374,0.5614812957191677,0.8959731543624161
9,0.0649233329460671,0.98193315266486,0.3886066901844445,0.8758389261744967
10,0.04094974219028408,0.992773261065944,0.7536380005900392,0.8657718120805369
11,0.0329573168684312,0.994579945799458,0.6565741442875224,0.8758389261744967
12,0.06872098618998868,0.981029810298103,0.3538860169633123,0.9060402684563759
13,0.020385708629600402,0.995483288166215,0.672694542587441,0.87248322147651
14,0.02215298080237207,0.991869918699187,0.7001456250014696,0.8859060402684564
15,0.018877501765437687,0.995483288166215,0.5615117816370131,0.889261744966443
16,0.022434139588903283,0.993676603432701,0.6260322942187535,0.8825503355704698
17,0.011099356501729185,0.998193315266486,0.7437012598571686,0.8859060402684564
18,0.014984757168337958,0.995483288166215,0.2590609524346694,0.8993288590604027
19,0.0244169865703116,0.993676603432701,0.4524043118612428,0.9060402684563759
20,0.00923122149974599,0.998193315266486,0.5791289219406165,0.9026845637583892
21,0.010297343941269124,0.997289972899729,0.15195332006504447,0.9697986577181208
22,0.005438148534056237,0.998193315266486,0.23752857880719982,0.9395973154362416
23,0.006037393941402237,0.998193315266486,0.3109133933596985,0.9328859060402684
24,0.0009721082154839773,1.0,0.6781545044926945,0.8859060402684564
25,0.0011380628390635626,1.0,0.6357006028520362,0.8959731543624161
26,0.0007567666591415998,1.0,0.5861031770961665,0.9093959731543624
27,0.0006624710501185109,1.0,0.5682561342997458,0.9093959731543624
28,0.0005662458144662971,1.0,0.5484644569180774,0.912751677852349
29,0.00050772869567847,1.0,0.567818247142987,0.912751677852349
30,0.0004773142578216167,1.0,0.6018560420276031,0.9093959731543624
31,0.0004168207831419971,1.0,0.588193391418497,0.912751677852349
