epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,1.064373648402248,0.591304347826087,0.5954971429485603,0.8120805369127517
2,0.4500562248493843,0.8237154150197629,0.2837995522774306,0.8825503355704698
3,0.26174843978033707,0.9138339920948617,0.5101701226647968,0.8825503355704698
4,0.230320228547918,0.9233201581027668,0.40283337933005103,0.889261744966443
5,0.1152105873958631,0.9739130434782609,0.5907391276360558,0.8791946308724832
6,0.09782062189381113,0.9754940711462451,0.5641417149954394,0.8791946308724832
7,0.16414853899551946,0.9628458498023715,0.7007519697439201,0.8791946308724832
8,0.08630171133786911,0.9810276679841897,0.751951763046993,0.8791946308724832
9,0.08525395672105754,0.9802371541501976,0.5570002965700981,0.8825503355704698
10,0.05594512811666833,0.9881422924901185,0.696888003247515,0.8825503355704698
11,0.03903053681542839,0.9881422924901185,0.7051655253725151,0.8859060402684564
12,0.05456777540856435,0.9865612648221344,0.6534386147055837,0.8691275167785235
