arch,seed,params,epochs,train_sec,infer_ms,val_acc,val_macro_f1,val_ng_recall,test_acc,test_macro_f1,test_ng_recall,test_ng_precision
gru,0,51907,15,18.001476299999922,68.40150200005155,0.9481481481481482,0.9195204073252854,0.85,1.0,1.0,1.0,1.0
gru,1,51907,14,16.817181400001573,67.49709800002165,0.9407407407407408,0.9092970521541949,0.85,0.995260663507109,0.992990432888131,0.9714285714285714,1.0
gru,2,51907,16,18.908967999996094,67.3898540000664,0.9555555555555556,0.93,0.85,1.0,1.0,1.0,1.0
