epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.9446802369690696,0.6316205533596838,0.5627284846049827,0.8624161073825504
2,0.3858519543065384,0.857707509881423,0.5806853815213145,0.87248322147651
3,0.21537013693524915,0.9375494071146245,0.5820961736217641,0.8758389261744967
4,0.1188832608114177,0.9652173913043478,0.44657408756410216,0.8791946308724832
5,0.1013333723387081,0.9754940711462451,0.4033807783306345,0.8791946308724832
6,0.08748248602804753,0.9754940711462451,0.2647980925745812,0.8791946308724832
7,0.08369278128557055,0.9754940711462451,0.3268761551382658,0.8926174496644296
8,0.06703825117283954,0.9818181818181818,0.5257978094851086,0.8825503355704698
9,0.057494430037826415,0.9857707509881423,0.6930483772431894,0.8825503355704698
10,0.045958784710718945,0.9881422924901185,0.7627003632498367,0.8825503355704698
11,0.07049480268083837,0.9826086956521739,0.6525237421542656,0.8791946308724832
12,0.055424095794426004,0.9865612648221344,0.5482273852490138,0.8825503355704698
13,0.0340222118989281,0.9897233201581027,0.717847838485301,0.8288590604026845
14,0.03827637734329659,0.9881422924901185,0.7237615653082429,0.8791946308724832
15,0.020980185682594542,0.9944664031620554,0.7382654905070757,0.8825503355704698
16,0.034471955123125564,0.9905138339920949,0.573913778185035,0.8859060402684564
